기준일,기준시,신규확진자 수,누적확진자 수,신규완치자 수,누적완치자 수,사망자 수,자가격리인원
2023-07-10,18시,333,308681,0,308043,305,
2023-07-11,18시,211,308892,0,308043,305,
2023-07-12,18시,223,309115,0,308043,305,
2023-07-13,18시,262,309377,0,308043,305,
2023-07-16,18시,122,309923,0,308043,305,
2023-07-17,18시,452,310375,0,,305,
2023-07-18,18시,357,310732,0,,305,
2023-07-19,18시,330,311062,0,,305,
2023-07-20,18시,375,"311,437",0,,305,
2023-07-23,18시,137,312294,0,,305,
2023-07-24,18시,601,312895,0,,305,
2023-07-25,18시,477,313372,0,,305,
2023-07-26,18시,423,313795,0,,305,
2023-07-28,18시,449,314244,0,,305,
2023-07-30,18시,120,315169,0,,305,
2023-07-31,18시,657,315826,0,,305,
2023-08-01,18시,481,316307,0,,305,
2023-08-02,18시,457,316764,0,,305,
2023-08-03,18시,505,"317,269",0,,305,
2023-08-06,18시,127,318245,0,,305,
2023-08-07,18시,631,318876,0,,305,
2023-08-08,18시,544,"319,420",0,,306,
2023-08-09,18시,438,319858,0,,306,
2023-08-10,18시,398,320256,0,,306,
2023-08-13,18시,134,321115,0,,306,
2023-08-16,18시,211,321838,0,,306,
2023-08-16,18시,565,322403,0,,306,
2023-08-17,18시,474,322877,0,,306,
2023-08-21,18시,107,323749,0,,306,
2023-08-22,18시,420,324709,0,,306,
2023-08-23,18시,406,325115,0,,306,
2023-08-27,18시,126,326264,0,,306,
